,status,card_present_flag,bpay_biller_code,account,txn_description,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,customer_id,movement,long,lat,merchant_long,merchant_lat,year_month,weekday,distance
11386,posted,,,ACC-1788473090,INTER BANK,Rachael,11473.49,2018-10-26,F,21,,,2018-10-26T18:00:00.000+0000,33.0,CUS-134193016,debit,145.06,-37.95,,,2018-10,Friday,
11387,posted,,,ACC-3541460373,PAYMENT,Jeffrey,5308.55,2018-10-26,M,24,,,2018-10-26T18:00:00.000+0000,53.0,CUS-1433879684,debit,145.0,-37.83,,,2018-10,Friday,
11388,posted,,,ACC-1652235822,PAYMENT,Renee,22414.73,2018-10-26,F,38,,,2018-10-26T18:00:00.000+0000,66.0,CUS-2206365095,debit,144.89,-37.81,,,2018-10,Friday,
11389,authorized,0.0,,ACC-3771436525,SALES-POS,Derek,7715.79,2018-10-26,M,20,Brunswick West,VIC,2018-10-26T18:15:06.000+0000,31.5,CUS-3325710106,debit,145.04,-37.92,144.95,-37.75,2018-10,Friday,20.48865912814695
11390,authorized,1.0,,ACC-3689607373,SALES-POS,Virginia,9038.86,2018-10-26,F,20,Mandurah,WA,2018-10-26T18:37:19.000+0000,6.22,CUS-127297539,debit,115.79,-31.79,115.74,-32.54,2018-10,Friday,83.52890407621298
11391,authorized,1.0,,ACC-2776252858,SALES-POS,Kristin,9237.09,2018-10-26,F,43,Melbourne,VIC,2018-10-26T18:59:33.000+0000,46.46,CUS-4123612273,debit,144.95,-37.76,144.96,-37.82,2018-10,Friday,6.729579260180176
11392,posted,,,ACC-3485804958,PAYMENT,Jessica,31244.5,2018-10-26,F,34,,,2018-10-26T19:00:00.000+0000,63.0,CUS-1196156254,debit,138.52,-35.01,,,2018-10,Friday,
11393,posted,,,ACC-3689607373,INTER BANK,Virginia,8983.86,2018-10-26,F,20,,,2018-10-26T19:00:00.000+0000,55.0,CUS-127297539,debit,115.79,-31.79,,,2018-10,Friday,
11394,posted,,,ACC-2171593283,PAYMENT,Fernando,17502.0,2018-10-26,M,19,,,2018-10-26T19:00:00.000+0000,40.0,CUS-2317998716,debit,146.94,-36.04,,,2018-10,Friday,
11395,posted,,,ACC-1438600314,PAYMENT,Maria,5910.4,2018-10-26,F,35,,,2018-10-26T19:00:00.000+0000,45.0,CUS-2650223890,debit,138.69,-34.84,,,2018-10,Friday,
11396,authorized,1.0,,ACC-1598451071,SALES-POS,Diana,1637.04,2018-10-26,F,26,Oxenford,QLD,2018-10-26T19:09:47.000+0000,15.19,CUS-2487424745,debit,153.41,-27.95,153.31,-27.89,2018-10,Friday,11.876870230378325
11397,authorized,1.0,,ACC-1349834573,POS,Matthew,18499.41,2018-10-26,M,39,Melbourne,VIC,2018-10-26T19:19:47.000+0000,9.07,CUS-1790886359,debit,145.17,-37.84,144.89,-37.79,2018-10,Friday,25.21655125122235
11398,authorized,1.0,,ACC-3879258709,SALES-POS,Natasha,205103.06,2018-10-26,F,40,Broadmeadows,VIC,2018-10-26T19:29:47.000+0000,20.45,CUS-527400765,debit,143.83,-37.66,144.92,-37.68,2018-10,Friday,95.96195156926902
11399,authorized,0.0,,ACC-1443681913,SALES-POS,Ryan,5149.76,2018-10-26,M,31,Harris Park,NSW,2018-10-26T19:39:47.000+0000,24.44,CUS-3129499595,debit,150.92,-33.77,151.01,-33.82,2018-10,Friday,10.003499905452655
11400,authorized,1.0,,ACC-1598451071,POS,Diana,1621.0,2018-10-26,F,26,Southport,QLD,2018-10-26T19:49:47.000+0000,16.04,CUS-2487424745,debit,153.41,-27.95,153.4,-27.97,2018-10,Friday,2.4313628625843853
11401,authorized,1.0,,ACC-2776252858,POS,Kristin,9220.12,2018-10-26,F,43,South Melbourne,VIC,2018-10-26T19:59:47.000+0000,16.97,CUS-4123612273,debit,144.95,-37.76,144.97,-37.83,2018-10,Friday,7.980023637165409
11402,posted,,,ACC-37709441,PAYMENT,Charles,20052.87,2018-10-26,M,18,,,2018-10-26T20:00:00.000+0000,27.0,CUS-3336454548,debit,153.41,-28.01,,,2018-10,Friday,
11403,authorized,1.0,,ACC-559365433,POS,Mary,4656.81,2018-10-26,F,64,Tolland,NSW,2018-10-26T20:12:43.000+0000,14.51,CUS-1654129794,debit,147.31,-42.88,147.35,-35.14,2018-10,Friday,860.6558297372382
11404,authorized,1.0,,ACC-1222300524,POS,Michael,2152.41,2018-10-26,M,38,Sydney,NSW,2018-10-26T20:25:42.000+0000,77.79,CUS-2142601169,debit,151.23,-33.94,151.2,-33.87,2018-10,Friday,8.261313331244066
11405,authorized,1.0,,ACC-2776252858,SALES-POS,Kristin,9074.58,2018-10-26,F,43,Chadstone,VIC,2018-10-26T20:38:42.000+0000,145.54,CUS-4123612273,debit,144.95,-37.76,145.08,-37.89,2018-10,Friday,18.421258512637536
11406,authorized,1.0,,ACC-2673069055,POS,Richard,13167.68,2018-10-26,M,24,Toowoomba,QLD,2018-10-26T20:51:41.000+0000,7.52,CUS-51506836,debit,152.99,-27.49,151.96,-27.56,2018-10,Friday,101.86434341939733
11407,posted,,,ACC-3689607373,PAYMENT,Virginia,8914.86,2018-10-26,F,20,,,2018-10-26T21:00:00.000+0000,69.0,CUS-127297539,debit,115.79,-31.79,,,2018-10,Friday,
11408,posted,,,ACC-721712940,PAYMENT,Andrew,58497.16,2018-10-26,M,78,,,2018-10-26T21:00:00.000+0000,38.0,CUS-1646183815,debit,145.09,-37.82,,,2018-10,Friday,
11409,posted,,,ACC-2681137560,PAYMENT,Nathaniel,13552.04,2018-10-26,M,31,,,2018-10-26T21:00:00.000+0000,29.0,CUS-2083971310,debit,151.11,-33.99,,,2018-10,Friday,
11410,posted,,,ACC-2171593283,PAYMENT,Fernando,17452.0,2018-10-26,M,19,,,2018-10-26T21:00:00.000+0000,50.0,CUS-2317998716,debit,146.94,-36.04,,,2018-10,Friday,
11411,posted,,,ACC-2153562714,INTER BANK,Linda,9382.74,2018-10-26,F,24,,,2018-10-26T21:00:00.000+0000,185.0,CUS-423725039,debit,116.0,-31.88,,,2018-10,Friday,
11412,posted,,,ACC-3021093232,PAYMENT,Melissa,12453.58,2018-10-26,F,30,,,2018-10-26T21:00:00.000+0000,131.0,CUS-55310383,debit,149.83,-29.47,,,2018-10,Friday,
11413,posted,,,ACC-1903037542,PAYMENT,Jeffrey,5552.83,2018-10-26,M,30,,,2018-10-26T21:00:00.000+0000,23.0,CUS-860700529,debit,153.05,-27.61,,,2018-10,Friday,
11414,authorized,1.0,,ACC-1496451953,SALES-POS,Ricky,22279.57,2018-10-26,M,43,Brunswick West,VIC,2018-10-26T21:02:58.000+0000,22.19,CUS-3142625864,debit,145.16,-37.84,144.95,-37.77,2018-10,Friday,20.024838863889386
11415,authorized,1.0,,ACC-2776252858,POS,Kristin,9031.76,2018-10-26,F,43,Chadstone,VIC,2018-10-26T21:11:14.000+0000,42.82,CUS-4123612273,debit,144.95,-37.76,145.08,-37.89,2018-10,Friday,18.421258512637536
11416,authorized,1.0,,ACC-3084464802,POS,Susan,10504.83,2018-10-26,F,19,Forest Hill,VIC,2018-10-26T21:19:30.000+0000,39.95,CUS-1928710999,debit,145.15,-37.76,145.18,-37.84,2018-10,Friday,9.278053935464897
11417,authorized,1.0,,ACC-240804743,POS,Kenneth,20642.24,2018-10-26,M,29,Boggabri,NSW,2018-10-26T21:27:46.000+0000,16.08,CUS-261674136,debit,121.48,-30.75,150.04,-30.7,2018-10,Friday,2722.4439179068368
11418,authorized,1.0,,ACC-1799207998,SALES-POS,Susan,10473.73,2018-10-26,F,20,Greystanes,NSW,2018-10-26T21:36:01.000+0000,28.85,CUS-164374203,debit,150.68,-33.79,150.94,-33.81,2018-10,Friday,24.127935129526584
11419,authorized,1.0,,ACC-1344825761,POS,Sarah,24236.23,2018-10-26,F,46,Roselands,NSW,2018-10-26T21:44:17.000+0000,46.56,CUS-1499065773,debit,151.09,-33.91,151.09,-33.93,2018-10,Friday,2.2239494338890893
11420,authorized,1.0,,ACC-1799207998,POS,Susan,10452.81,2018-10-26,F,20,Balcatta,WA,2018-10-26T21:52:33.000+0000,20.92,CUS-164374203,debit,150.68,-33.79,115.81,-31.86,2018-10,Friday,3249.862077356137
11421,authorized,0.0,,ACC-1349834573,SALES-POS,Matthew,18452.91,2018-10-26,M,39,Richmond,VIC,2018-10-26T22:01:57.000+0000,46.5,CUS-1790886359,debit,145.17,-37.84,145.0,-37.82,2018-10,Friday,15.094904717617439
11422,authorized,0.0,,ACC-1222300524,SALES-POS,Michael,2139.28,2018-10-26,M,38,Southbank,VIC,2018-10-26T22:21:34.000+0000,13.13,CUS-2142601169,debit,151.23,-33.94,144.97,-37.82,2018-10,Friday,709.7940252919641
11423,authorized,1.0,,ACC-414431115,SALES-POS,Amy,6949.09,2018-10-26,F,43,Maryborough,VIC,2018-10-26T22:41:10.000+0000,21.55,CUS-2599279756,debit,142.77,-37.06,143.74,-37.05,2018-10,Friday,86.08465974539274
11424,posted,,,ACC-3541460373,PAYMENT,Jeffrey,5267.55,2018-10-26,M,24,,,2018-10-26T23:00:00.000+0000,41.0,CUS-1433879684,debit,145.0,-37.83,,,2018-10,Friday,
11425,authorized,1.0,,ACC-2528867619,POS,Abigail,21200.84,2018-10-26,F,40,Bomaderry,NSW,2018-10-26T23:00:47.000+0000,12.62,CUS-2505971401,debit,138.58,-34.96,150.61,-34.85,2018-10,Friday,1096.4359127175355
11426,authorized,1.0,,ACC-2528867619,SALES-POS,Abigail,21190.14,2018-10-26,F,40,Brighton,SA,2018-10-26T23:20:23.000+0000,10.7,CUS-2505971401,debit,138.58,-34.96,138.52,-35.02,2018-10,Friday,8.624737707943845
11427,authorized,1.0,,ACC-354106658,POS,Christine,23429.39,2018-10-26,F,39,Darlinghurst,NSW,2018-10-26T23:39:59.000+0000,30.7,CUS-2376382098,debit,151.04,-33.8,151.22,-33.88,2018-10,Friday,18.855548559716116
11428,authorized,0.0,,ACC-1516130869,POS,Jessica,2927.13,2018-10-26,F,21,Darwin City,NT,2018-10-26T23:59:36.000+0000,8.61,CUS-325142416,debit,130.84,-12.45,130.85,-12.46,2018-10,Friday,1.5548988271426862
11429,authorized,1.0,,ACC-1443681913,SALES-POS,Ryan,5105.8,2018-10-27,M,31,Hornsby,NSW,2018-10-27T00:42:36.000+0000,43.96,CUS-3129499595,debit,150.92,-33.77,151.1,-33.71,2018-10,Saturday,17.931996416486854
11430,authorized,1.0,,ACC-1496451953,POS,Ricky,22261.1,2018-10-27,M,43,Moonee Ponds,VIC,2018-10-27T01:14:17.000+0000,18.47,CUS-3142625864,debit,145.16,-37.84,144.92,-37.77,2018-10,Saturday,22.47649994925511
11431,authorized,1.0,,ACC-80388494,POS,Dustin,7059.5,2018-10-27,M,28,Chadstone,VIC,2018-10-27T01:38:05.000+0000,28.47,CUS-1140341822,debit,144.97,-37.42,145.08,-37.89,2018-10,Saturday,53.151329246656445
11432,posted,,,ACC-3481401842,PAYMENT,Tiffany,9207.14,2018-10-27,F,25,,,2018-10-27T02:00:00.000+0000,26.0,CUS-1669695324,debit,115.74,-31.72,,,2018-10,Saturday,
11433,posted,,,ACC-4281711154,PAYMENT,Eric,41859.02,2018-10-27,M,42,,,2018-10-27T02:00:00.000+0000,168.0,CUS-3151318058,debit,144.98,-37.84,,,2018-10,Saturday,
11434,authorized,1.0,,ACC-1222300524,POS,Michael,2129.24,2018-10-27,M,38,Manly,NSW,2018-10-27T02:02:29.000+0000,10.04,CUS-2142601169,debit,151.23,-33.94,151.29,-33.8,2018-10,Saturday,16.52338744124855
11435,authorized,1.0,,ACC-1799207998,POS,Susan,10421.37,2018-10-27,F,20,Maroubra,NSW,2018-10-27T02:33:44.000+0000,31.44,CUS-164374203,debit,150.68,-33.79,151.25,-33.95,2018-10,Saturday,55.55213242518458
11436,posted,,,ACC-4065652575,PAYMENT,Lucas,14991.86,2018-10-27,M,21,,,2018-10-27T03:00:00.000+0000,190.0,CUS-1117979751,debit,115.81,-31.82,,,2018-10,Saturday,
11437,posted,,,ACC-2673069055,INTER BANK,Richard,11790.68,2018-10-27,M,24,,,2018-10-27T03:00:00.000+0000,1377.0,CUS-51506836,debit,152.99,-27.49,,,2018-10,Saturday,
11438,posted,,,ACC-1990648130,PAYMENT,Kaitlyn,8860.13,2018-10-27,F,21,,,2018-10-27T03:00:00.000+0000,180.0,CUS-809013380,debit,114.62,-28.8,,,2018-10,Saturday,
11439,authorized,1.0,,ACC-2890243754,POS,Joseph,2612.87,2018-10-27,M,37,Notting Hill,VIC,2018-10-27T03:05:42.000+0000,11.98,CUS-2695611575,debit,153.32,-27.93,145.13,-37.9,2018-10,Saturday,1345.309228002408
11440,authorized,0.0,,ACC-3233697971,POS,Robin,14152.68,2018-10-27,F,34,Liverpool,NSW,2018-10-27T03:41:25.000+0000,11.91,CUS-1147642491,debit,151.04,-33.77,150.93,-33.92,2018-10,Saturday,19.529223184388783
11441,posted,,,ACC-80388494,PAYMENT,Dustin,6963.5,2018-10-27,M,28,,,2018-10-27T04:00:00.000+0000,96.0,CUS-1140341822,debit,144.97,-37.42,,,2018-10,Saturday,
11442,posted,,,ACC-964839203,PAYMENT,Michael,42642.92,2018-10-27,M,21,,,2018-10-27T04:00:00.000+0000,28.0,CUS-2059096722,debit,146.92,-36.07,,,2018-10,Saturday,
11443,authorized,1.0,,ACC-3100725361,POS,Ronald,10726.33,2018-10-27,M,25,Cairns City,QLD,2018-10-27T04:10:12.000+0000,11.37,CUS-2178051368,debit,145.73,-17.03,145.78,-16.92,2018-10,Saturday,13.33751468071941
11444,authorized,1.0,,ACC-182446574,POS,Tonya,11531.77,2018-10-27,F,27,Ellenbrook,WA,2018-10-27T04:31:29.000+0000,21.54,CUS-3026014945,debit,116.06,-32.0,115.97,-31.78,2018-10,Saturday,25.896382642304356
11445,authorized,1.0,,ACC-1890605467,POS,Alexander,22040.2,2018-10-27,M,38,Waterloo,NSW,2018-10-27T04:52:45.000+0000,5.23,CUS-1478398256,debit,143.88,-37.66,151.21,-33.9,2018-10,Saturday,781.9352336094985
11446,posted,,,ACC-2681137560,PAYMENT,Nathaniel,13526.04,2018-10-27,M,31,,,2018-10-27T05:00:00.000+0000,26.0,CUS-2083971310,debit,151.11,-33.99,,,2018-10,Saturday,
11447,posted,,,ACC-1222300524,PAYMENT,Michael,1900.24,2018-10-27,M,38,,,2018-10-27T05:00:00.000+0000,229.0,CUS-2142601169,debit,151.23,-33.94,,,2018-10,Saturday,
11448,posted,,,ACC-1652235822,PAYMENT,Renee,22369.73,2018-10-27,F,38,,,2018-10-27T05:00:00.000+0000,45.0,CUS-2206365095,debit,144.89,-37.81,,,2018-10,Saturday,
11449,posted,,,ACC-1650504218,PAYMENT,Marissa,17993.84,2018-10-27,F,23,,,2018-10-27T05:00:00.000+0000,43.0,CUS-2500783281,debit,145.01,-37.93,,,2018-10,Saturday,
11450,posted,,,ACC-4281711154,PAYMENT,Eric,41822.02,2018-10-27,M,42,,,2018-10-27T05:00:00.000+0000,37.0,CUS-3151318058,debit,144.98,-37.84,,,2018-10,Saturday,
11451,authorized,1.0,,ACC-3233697971,POS,Robin,14114.6,2018-10-27,F,34,Hawthorn,VIC,2018-10-27T06:24:59.000+0000,38.08,CUS-1147642491,debit,151.04,-33.77,145.03,-37.82,2018-10,Saturday,704.4295693177601
11452,authorized,1.0,,ACC-1710017148,POS,Michelle,17152.12,2018-10-27,F,19,Sydney,NSW,2018-10-27T07:24:09.000+0000,6.46,CUS-883482547,debit,150.82,-34.01,151.21,-33.87,2018-10,Saturday,39.200857182096
11453,authorized,1.0,,ACC-574997646,SALES-POS,Mackenzie,6467.55,2018-10-27,F,18,Vasse,WA,2018-10-27T08:01:39.000+0000,39.19,CUS-586638664,debit,150.79,-33.64,115.25,-33.67,2018-10,Saturday,3272.8817941422626
11454,authorized,1.0,,ACC-354106658,SALES-POS,Christine,23394.31,2018-10-27,F,39,Penrith,NSW,2018-10-27T08:13:34.000+0000,35.08,CUS-2376382098,debit,151.04,-33.8,150.7,-33.75,2018-10,Saturday,31.91325641450455
11455,authorized,1.0,,ACC-3689607373,POS,Virginia,8889.23,2018-10-27,F,20,Perth,WA,2018-10-27T08:25:28.000+0000,25.63,CUS-127297539,debit,115.79,-31.79,115.86,-31.95,2018-10,Saturday,18.97948089599818
11456,authorized,1.0,,ACC-1903037542,POS,Jeffrey,5544.46,2018-10-27,M,30,South Brisbane,QLD,2018-10-27T08:37:22.000+0000,8.37,CUS-860700529,debit,153.05,-27.61,153.02,-27.48,2018-10,Saturday,14.754921381707245
11457,authorized,0.0,,ACC-559365433,POS,Mary,4646.49,2018-10-27,F,64,Wagga Wagga,NSW,2018-10-27T08:49:17.000+0000,10.32,CUS-1654129794,debit,147.31,-42.88,147.37,-35.12,2018-10,Saturday,862.8883737723977
11458,authorized,1.0,,ACC-559365433,POS,Mary,4596.55,2018-10-27,F,64,Brandon,QLD,2018-10-27T09:00:52.000+0000,49.94,CUS-1654129794,debit,147.31,-42.88,147.35,-19.55,2018-10,Saturday,2594.180550538907
11459,authorized,1.0,,ACC-4258502723,POS,Kimberly,4653.26,2018-10-27,F,24,South Yarra,VIC,2018-10-27T09:09:33.000+0000,14.16,CUS-3378712515,debit,145.45,-37.74,144.99,-37.85,2018-10,Saturday,42.22820857423618
11460,authorized,1.0,,ACC-182446574,POS,Tonya,11499.25,2018-10-27,F,27,Hawker,SA,2018-10-27T09:18:15.000+0000,32.52,CUS-3026014945,debit,116.06,-32.0,138.42,-31.89,2018-10,Saturday,2106.0288605653445
11461,authorized,1.0,,ACC-2171593283,SALES-POS,Fernando,17430.24,2018-10-27,M,19,Corowa,NSW,2018-10-27T09:26:57.000+0000,21.76,CUS-2317998716,debit,146.94,-36.04,146.38,-36.01,2018-10,Saturday,50.470922983259015
11462,authorized,1.0,,ACC-2673069055,SALES-POS,Richard,11757.93,2018-10-27,M,24,Shailer Park,QLD,2018-10-27T09:35:39.000+0000,32.75,CUS-51506836,debit,152.99,-27.49,153.17,-27.66,2018-10,Saturday,25.924181059336348
11463,authorized,1.0,,ACC-182446574,SALES-POS,Tonya,11480.6,2018-10-27,F,27,Gloucester,NSW,2018-10-27T09:44:20.000+0000,18.65,CUS-3026014945,debit,116.06,-32.0,151.96,-32.01,2018-10,Saturday,3369.156348067591
11464,authorized,1.0,,ACC-2528867619,POS,Abigail,21167.9,2018-10-27,F,40,Broadview,SA,2018-10-27T09:53:02.000+0000,22.24,CUS-2505971401,debit,138.58,-34.96,138.62,-34.87,2018-10,Saturday,10.651238462375028
11465,posted,,,ACC-182446574,PAYMENT,Tonya,11286.6,2018-10-27,F,27,,,2018-10-27T10:00:00.000+0000,194.0,CUS-3026014945,debit,116.06,-32.0,,,2018-10,Saturday,
11466,posted,,,ACC-574997646,PAYMENT,Mackenzie,6422.55,2018-10-27,F,18,,,2018-10-27T10:00:00.000+0000,45.0,CUS-586638664,debit,150.79,-33.64,,,2018-10,Saturday,
11467,authorized,1.0,,ACC-966140392,SALES-POS,Joseph,12305.17,2018-10-27,M,21,Hammondville,NSW,2018-10-27T10:04:20.000+0000,39.17,CUS-537508723,debit,147.08,-37.97,150.96,-33.95,2018-10,Saturday,567.1150117447363
11468,authorized,1.0,,ACC-37709441,SALES-POS,Charles,20046.76,2018-10-27,M,18,Allora,QLD,2018-10-27T10:26:05.000+0000,6.11,CUS-3336454548,debit,153.41,-28.01,151.98,-28.04,2018-10,Saturday,140.40340957041772
11469,authorized,1.0,,ACC-80388494,POS,Dustin,6932.75,2018-10-27,M,28,Springvale,VIC,2018-10-27T10:47:49.000+0000,30.75,CUS-1140341822,debit,144.97,-37.42,145.17,-37.95,2018-10,Saturday,61.50526997740132
11470,posted,,,ACC-2681137560,PAYMENT,Nathaniel,13509.04,2018-10-27,M,31,,,2018-10-27T11:00:00.000+0000,17.0,CUS-2083971310,debit,151.11,-33.99,,,2018-10,Saturday,
11471,posted,,,ACC-2650850707,INTER BANK,Brian,117176.11,2018-10-27,M,42,,,2018-10-27T11:00:00.000+0000,197.0,CUS-2819545904,debit,148.16,-23.52,,,2018-10,Saturday,
11472,authorized,1.0,,ACC-966140392,SALES-POS,Joseph,12283.36,2018-10-27,M,21,Sandy Bay,TAS,2018-10-27T11:03:36.000+0000,21.81,CUS-537508723,debit,147.08,-37.97,147.35,-42.91,2018-10,Saturday,549.7769092260152
11473,authorized,1.0,,ACC-2890243754,SALES-POS,Joseph,2602.59,2018-10-27,M,37,Southport,QLD,2018-10-27T11:11:48.000+0000,10.28,CUS-2695611575,debit,153.32,-27.93,153.42,-27.97,2018-10,Saturday,10.781714845332644
11474,authorized,1.0,,ACC-414431115,SALES-POS,Amy,6923.11,2018-10-27,F,43,Mansfield,VIC,2018-10-27T11:19:59.000+0000,25.98,CUS-2599279756,debit,142.77,-37.06,146.09,-37.05,2018-10,Saturday,294.6030203782485
11475,authorized,0.0,,ACC-1608363396,SALES-POS,Robert,9241.59,2018-10-27,M,20,Kings Langley,NSW,2018-10-27T11:28:11.000+0000,43.38,CUS-2688605418,debit,151.22,-33.87,150.92,-33.74,2018-10,Saturday,31.261667770170977
11476,authorized,1.0,,ACC-1217063613,POS,Kimberly,8864.02,2018-10-27,F,27,Malvern,VIC,2018-10-27T11:36:23.000+0000,41.75,CUS-1739931018,debit,147.61,-37.82,145.03,-37.86,2018-10,Saturday,226.595762156975
11477,authorized,1.0,,ACC-3954677887,POS,Ruth,8817.18,2018-10-27,F,47,Tuncurry,NSW,2018-10-27T11:44:35.000+0000,46.09,CUS-3716701010,debit,115.72,-32.28,152.49,-32.16,2018-10,Saturday,3441.683320777329
11478,authorized,1.0,,ACC-354106658,POS,Christine,23345.26,2018-10-27,F,39,Ryde,NSW,2018-10-27T11:52:47.000+0000,49.05,CUS-2376382098,debit,151.04,-33.8,151.11,-33.81,2018-10,Saturday,6.563305995075495
11479,posted,,,ACC-1349834573,PAYMENT,Matthew,18356.5,2018-10-27,M,39,,,2018-10-27T12:00:00.000+0000,81.0,CUS-1790886359,debit,145.17,-37.84,,,2018-10,Saturday,
11480,posted,,,ACC-1998563091,PAYMENT,David,20224.03,2018-10-27,M,42,,,2018-10-27T12:00:00.000+0000,45.0,CUS-3395687666,debit,149.03,-35.25,,,2018-10,Saturday,
11481,authorized,1.0,,ACC-2681137560,SALES-POS,Nathaniel,13495.41,2018-10-27,M,31,Liverpool,NSW,2018-10-27T12:02:08.000+0000,13.63,CUS-2083971310,debit,151.11,-33.99,150.92,-33.92,2018-10,Saturday,19.175578574577894
11482,authorized,1.0,,ACC-1349834573,POS,Matthew,18437.5,2018-10-27,M,39,Saint Kilda,VIC,2018-10-27T12:19:59.000+0000,15.41,CUS-1790886359,debit,145.17,-37.84,144.98,-37.87,2018-10,Saturday,17.011652045522432
11483,authorized,1.0,,ACC-182446574,SALES-POS,Tonya,11259.01,2018-10-27,F,27,Scarborough,WA,2018-10-27T12:37:51.000+0000,27.59,CUS-3026014945,debit,116.06,-32.0,115.76,-31.89,2018-10,Saturday,30.835776228233147
11484,authorized,0.0,,ACC-1710017148,POS,Michelle,17127.13,2018-10-27,F,19,Lane Cove,NSW,2018-10-27T12:55:42.000+0000,24.99,CUS-883482547,debit,150.82,-34.01,151.17,-33.82,2018-10,Saturday,38.59246642613002
11485,posted,,,ACC-90814749,INTER BANK,Christopher,13009.85,2018-10-27,M,35,,,2018-10-27T13:00:00.000+0000,44.0,CUS-1896554896,debit,151.68,-32.98,,,2018-10,Saturday,
11486,posted,,,ACC-4059612845,PAYMENT,Jonathan,63333.55,2018-10-27,M,38,,,2018-10-27T13:00:00.000+0000,198.0,CUS-495599312,debit,130.98,-12.49,,,2018-10,Saturday,
11487,authorized,1.0,,ACC-414431115,SALES-POS,Amy,6892.52,2018-10-27,F,43,Sydney,NSW,2018-10-27T13:14:04.000+0000,30.59,CUS-2599279756,debit,142.77,-37.06,151.21,-33.87,2018-10,Saturday,842.2248489969979
11488,authorized,1.0,,ACC-354106658,POS,Christine,23332.96,2018-10-27,F,39,Kogarah,NSW,2018-10-27T13:32:35.000+0000,12.3,CUS-2376382098,debit,151.04,-33.8,151.13,-33.96,2018-10,Saturday,19.635983173986794
11489,authorized,0.0,,ACC-559365433,SALES-POS,Mary,4572.32,2018-10-27,F,64,Wagga Wagga,NSW,2018-10-27T13:51:06.000+0000,24.23,CUS-1654129794,debit,147.31,-42.88,147.36,-35.12,2018-10,Saturday,862.8836382096587
11490,posted,,,ACC-1334819143,INTER BANK,Christopher,67777.53,2018-10-27,M,33,,,2018-10-27T14:00:00.000+0000,157.0,CUS-3117610635,debit,145.13,-37.7,,,2018-10,Saturday,
11491,posted,,,ACC-37709441,INTER BANK,Charles,20001.76,2018-10-27,M,18,,,2018-10-27T14:00:00.000+0000,45.0,CUS-3336454548,debit,153.41,-28.01,,,2018-10,Saturday,
11492,posted,,,ACC-2897221629,PAYMENT,Scott,8351.39,2018-10-27,M,23,,,2018-10-27T14:00:00.000+0000,165.0,CUS-511326734,debit,150.9,-34.37,,,2018-10,Saturday,
11493,authorized,1.0,,ACC-2673069055,POS,Richard,11745.07,2018-10-27,M,24,Cleveland,QLD,2018-10-27T14:04:28.000+0000,12.86,CUS-51506836,debit,152.99,-27.49,153.27,-27.53,2018-10,Saturday,27.969998167671143
11494,authorized,1.0,,ACC-854938045,SALES-POS,James,13584.7,2018-10-27,M,28,Armadale,VIC,2018-10-27T14:13:06.000+0000,59.98,CUS-4023861240,debit,147.63,-22.84,145.02,-37.86,2018-10,Saturday,1688.6038417100513
11495,authorized,1.0,,ACC-2673069055,SALES-POS,Richard,11717.38,2018-10-27,M,24,Newtown,QLD,2018-10-27T14:21:43.000+0000,27.69,CUS-51506836,debit,152.99,-27.49,151.93,-27.56,2018-10,Saturday,104.81555297210615
11496,authorized,1.0,,ACC-154431271,POS,Lori,3334.91,2018-10-27,F,18,Browns Plains,QLD,2018-10-27T14:30:20.000+0000,8.41,CUS-3702001629,debit,153.09,-27.48,153.04,-27.66,2018-10,Saturday,20.61303621370667
11497,authorized,0.0,,ACC-414431115,POS,Amy,6842.16,2018-10-27,F,43,Mansfield,VIC,2018-10-27T14:38:57.000+0000,50.36,CUS-2599279756,debit,142.77,-37.06,146.09,-37.05,2018-10,Saturday,294.6030203782485
11498,authorized,1.0,,ACC-2890243754,POS,Joseph,2587.22,2018-10-27,M,37,Mermaid Waters,QLD,2018-10-27T14:47:35.000+0000,15.37,CUS-2695611575,debit,153.32,-27.93,153.41,-28.05,2018-10,Saturday,16.004008978770425
11499,authorized,0.0,,ACC-80388494,POS,Dustin,6926.08,2018-10-27,M,28,Lilydale,VIC,2018-10-27T14:56:12.000+0000,6.67,CUS-1140341822,debit,144.97,-37.42,145.35,-37.76,2018-10,Saturday,50.501245032682085
11500,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,5532.07,2018-10-27,M,30,Fortitude Valley,QLD,2018-10-27T15:06:17.000+0000,12.39,CUS-860700529,debit,153.05,-27.61,153.04,-27.45,2018-10,Saturday,17.818528384965205
11501,authorized,1.0,,ACC-1903037542,SALES-POS,Jeffrey,5527.84,2018-10-27,M,30,Mount Gravatt East,QLD,2018-10-27T15:17:31.000+0000,4.23,CUS-860700529,debit,153.05,-27.61,153.09,-27.53,2018-10,Saturday,9.729920734274266
11502,authorized,1.0,,ACC-2673069055,POS,Richard,11705.42,2018-10-27,M,24,Toowoomba City,QLD,2018-10-27T15:28:45.000+0000,11.96,CUS-51506836,debit,152.99,-27.49,151.95,-27.56,2018-10,Saturday,102.84852651418058
